,163348416,163348418,163755246,165796007,165797937,177228755,179048964,179069430,179238219,179238220,200523432,232198966,232385663,281221369,295540703,297137669,297309624,297486652,297486827,297488206,303720214,393170636,393170640,404489035,41157479,414228506,414283664,414295984,420431652,426257036,456519543,461207303,461517448,461764828,461764829,471773647,471773658,471783069,471783073,477835113,479820556,480258766,480690138,495954740,521738406,521738417,521738418,521738419,532646121,575174953,585187059,585628874,585628875,589566126,62203167,62203478,62203658,62232486,62238217,62240098,62242840,62244864,632307395,632308005,685589105,700607855,700607857,70799844,70925027,739459889,739459900,740526469,798941237,83069708,83069817,838909472,883972799,954013199,954013209,96328169,973233930
G06009900001011,,,,,,,,,,16.35,,,,,,,,,,,,,,15.92,,,,,,7.0,,,,,,6.46,7.15,7.02,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17,,,,,,15.94,16.23,,
G06009900001012,,,,,,,,,,20.25,,,,,,,,,,,,,,19.81,,,,,,10.89,,,,,,10.35,11.04,10.91,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,19.83,20.12,,
G06009900001013,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,5.02,,,,,,4.48,5.18,5.05,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,,,,6.33,,,,,,13.09,13.42,,
G06009900001014,,,,,,,,,,,,,,,,,,,,,,,,8.53,,,,,,4.57,,,,,,4.03,4.72,4.59,4.65,,,,,,,,,,,,,,,,9.35,,,,,,,,,,,,,,,,,5.88,,,,,,9.52,9.85,,
G06009900001021,,,,,,,,,,7.34,,,,,,,,,,,,,,6.92,,,,,,4.25,,,,,,4.64,4.96,4.12,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,,,,,,6.94,7.22,,
G06009900001022,,,,,,,,,,13.06,,,,,,,,,,,,,,12.63,,,,,,3.94,,,,,,4.32,3.82,3.81,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,12.64,12.94,,
G06009900001023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,,,21.13,,,11.63,11.87,11.1,11.15,,,,,,,,,,,,,20.44,20.38,,,,,,,,,,,,,,,,,,,10.46,,,,,,,17.48,,
G06009900002011,,,,,,,,,,8.14,,,,,,,,,,,,,,7.7,,,,,,1.9,,,,,,2.29,2.88,1.88,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,,,,,7.72,8.01,,
G06009900002012,,,,,,,,,,8.35,,,,,,,,,,,,,,7.91,,,,,,2.48,,,,,,2.87,3.46,2.47,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,,,,,,7.93,8.23,,
G06009900002013,,,,,,,,,,9.59,,,,,,,,,,,,,,9.15,,,,,,0.31,,,,,,0.38,0.81,0.45,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,9.17,9.47,,
G06009900002014,,,,,,,,,,8.54,,,,,,,,,,,,,,8.11,,,,,,1.35,,,,,,1.75,2.34,1.34,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,8.12,8.42,,
G06009900002015,,,,,,,,,,9.2,,,,,,,,,,,,,,8.77,,,,,,0.53,,,,,,0.91,1.44,0.66,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,,,8.78,9.08,,
G06009900002021,,,,,,,,,,9.23,,,,,,,,,,,,,,8.79,,,,,,0.23,,,,,,0.85,1.26,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,8.81,9.11,,
G06009900002022,,,,,,,,,,8.76,,,,,,,,,,,,,,8.32,,,,,,2.14,,,,,,2.69,3.12,2.13,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,,,,8.34,8.64,,
G06009900002023,,,,,,,,,,8.81,,,,,,,,,,,,,,8.37,,,,,,0.61,,,,,,1.17,1.59,0.6,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,8.39,8.68,,
G06009900002031,,,,,,,,,,10.36,,,,,,,,,,,,,,9.92,,,,,,1.0,,,,,,0.82,0.28,1.02,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,9.94,10.23,,
G06009900002032,,,,,,,,,,10.52,,,,,,,,,,,,,,10.12,,,,,,1.8,,,,,,2.19,2.2,1.67,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,10.14,10.4,,
G06009900002033,,,,,,,,,,9.89,,,,,,,,,,,,,,9.45,,,,,,0.5,,,,,,0.65,0.54,0.52,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,9.47,9.76,,
G06009900002034,,,,,,,,,,10.52,,,,,,,,,,,,,,10.08,,,,,,1.4,,,,,,1.78,1.39,1.27,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,10.1,10.4,,
G06009900002035,,,,,,,,,,12.65,,,,,,,,,,,,,,12.22,,,,,,3.3,,,,,,2.76,3.45,3.32,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,,,,,,12.24,12.53,,
G06009900003011,,,,,,,,,5.23,5.14,,,,,,,,,,,,,,3.66,,,,,,,,5.82,,5.98,,,,,,,,,,,,,,,,,,,,,4.48,,4.91,,,,,,,,,,,4.78,,,,,,,,,,4.44,4.79,,
G06009900003012,,,,,,,,,5.15,5.22,,,,,,,,,,,,,,3.58,,,,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,4.39,,4.75,,,,,,,,,,,4.63,,,,,,,,,5.5,4.57,4.9,,
G06009900003021,,,,,,,,,5.03,5.1,,,,,,,,,,,,,,3.46,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,4.28,,4.23,,,,,,,,,,,4.1,,,,,,,,,4.98,4.45,4.78,,
G06009900003022,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,4.8,,,,,,,,,,,5.62,,,,,,,,,,4.25,,3.74,5.19,,,,,,,,,,3.61,,,,,,,,,4.41,5.08,5.42,,
G06009900003023,,,,,,,,,,5.8,,,,,,,,,,,,,,4.16,,,,,,,,5.84,,,,,,,,,,,,,,,,,,,,,,,4.98,,4.93,6.39,,,,,,,,,,4.8,,,,,,,,,5.68,5.15,5.49,,
G06009900003031,,,,,,,,,3.86,3.93,,,,,,,,,,,,,,2.3,,,,,,,,4.48,,4.64,,,,,,,,,,,,,,,,,,,,,3.11,,3.66,,,,,,,,,,,3.53,,,,,,,,,,3.28,3.62,,
G06009900003032,,,,,,,,,,,,,,,,,,,,,,,,3.57,,,,,,,,4.18,,4.34,,,,,,,,,,,,,,,,,,,,,3.78,,3.27,4.72,,,,,,,,,,3.14,,,,,,,,,4.01,4.56,4.9,,
G06009900003033,,,,,,,,,4.69,4.77,,,,,,,,,,,,,,3.13,,,,,,,,4.66,,,,,,,,,,,,,,,,,,,,,,,3.94,,3.75,,,,,,,,,,,3.62,,,,,,,,,4.49,4.12,4.45,,
G06009900003041,,,,,,,,,5.12,4.88,,,,,,,,,,,,,,3.73,,,,,,,,5.88,,6.04,,,,,,,,,,,,,,,,,,,,,4.54,,4.97,,,,,,,,,,,4.84,,,,,,,,,,4.25,4.6,,
G06009900003042,,,,,,,,,3.9,3.74,,,,,,,,,,,,,,2.83,,,,,,,,5.01,,5.17,,,,,,,,,,,,,,,,,,,,,3.64,,4.19,,,,,,,,,,,4.06,,,,,,,,,,3.03,3.39,,
G06009900003043,,,,,,,,,4.4,4.23,,,,,,,,,,,,,,3.32,,,,,,,,5.5,,5.66,,,,,,,,,,,,,,,,,,,,,4.14,,4.68,,,,,,,,,,,4.56,,,,,,,,,,3.53,3.88,,
G06009900004021,,,,,,,,,5.51,5.11,,,,,,,,,,,,,,4.68,,,,,,5.02,,,,,,,,5.01,4.96,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,5.82,,,,,,,,,,4.7,4.99,,
G06009900004022,,,,,,,,,2.54,2.38,,,,,,,,,,,,,,1.66,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,2.48,,3.58,,,4.15,,,,,,,,3.78,,,,,,,,,,1.68,2.03,,
G06009900004023,,,,,,,,,,,,,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,4.17,4.19,4.19,4.29,,,,,,,4.72,,3.15,4.09,,,,,,,,,,3.11,,,,,,,,,2.96,,,,
G06009900004024,,,,,,,,,,,,,,,,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,,5.78,5.8,,5.91,,,,,,,4.4,,3.89,5.35,,,,,,,,,,3.76,,,,,,,,,4.57,5.42,,,
G06009900004025,,,,,,,,,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,,,,,4.86,4.88,,4.98,,,,,,,4.04,,3.53,4.78,,,,,,,,,,3.41,,,,,,,,,3.65,5.07,,,
G06009900004031,,,,,,,,3.24,,,,,,,,,,,,,,,,3.81,,,,,,,,3.78,,3.67,3.67,,,,,,,,,,,,,,,,,,,,3.45,,1.87,2.81,,,,,,,,,,1.83,,,,,,,,,2.21,,,,
G06009900004032,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,2.25,,2.15,2.15,,,,,,,,,,,,,,,,,,,,1.88,,0.27,1.58,1.97,,,,,,,,,0.41,,,,,,,,,1.83,,,,
G06009900004041,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.64,1.64,1.53,,,,,,,,,1.36,2.05,,,1.75,,,,,,,1.65,,,,,,,,,0.91,,,,
G06009900004042,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.55,1.55,1.65,,,,,,,,,1.35,2.27,,,2.49,,,,,,,1.31,,,,,,,,,0.73,,,,
G06009900004043,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.46,,,,,,,,,,2.12,,,2.25,,,,,,,,,0.86,1.61,2.0,,,,,,,,,1.03,,,,,,,,,1.39,,,,
G06009900005011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,4.01,4.01,4.11,4.6,,,,,,,,6.66,,,,5.13,5.19,,,,,,6.62,,,,,,,,,4.56,,,,
G06009900005012,,,,,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,,5.23,3.29,3.29,3.4,3.35,,,,,,,,,,,,4.36,4.38,,,,,,,,,,,,,,,4.02,,,,
G06009900005013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,8.1,6.15,6.15,6.25,6.0,,,,,,,,,,,,6.81,6.52,,,,,,,7.84,,,,,,,,7.21,,,,
G06009900005014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,6.71,4.76,4.76,4.86,4.76,,,,,,,,,,,,5.56,5.28,,,,,,,6.89,,,,,,,,5.73,,,,
G06009900005031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,4.63,2.68,2.68,2.78,2.64,,,,,,,,,,,,3.65,3.67,,,,,,,,,,,,,,,3.88,,,4.93,
G06009900005032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,5.34,,5.01,3.06,3.06,3.1,2.88,,,,,,,,,,,,3.85,3.56,,,,,,,5.17,,,,,,,,,,,,
G06009900005033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,,,,4.81,2.82,2.82,2.71,2.49,,,,,,,,,,,,3.44,3.16,,,,,,,4.77,,,,,,,,,,,4.37,
G06009900005041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,4.59,2.64,2.64,2.74,2.67,,,,,,,,,,,,3.67,3.7,,,,,,,,,,,,,,,3.83,,,5.13,
G06009900005042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,,,3.92,1.92,1.92,1.82,1.31,,,,,,,,,,,,2.31,2.34,,,,,,,,,,,,,,,3.18,,,4.03,
G06009900005043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,,,,4.12,2.13,2.13,2.02,1.74,,,,,,,,,,,,2.74,2.69,,,,,,,,,,,,,,,3.39,,,4.2,
G06009900005051,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,0.8,0.8,0.91,1.35,,,,,,,,,,,,1.89,1.94,,,,,,,,,,,,,,,1.53,,,3.94,
G06009900005052,,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,1.46,1.46,1.36,0.64,,,,,,,,,,,,1.65,1.68,,,,,,,,,,,,,,,2.72,,,3.63,
G06009900005061,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.07,1.07,0.97,1.79,,,,,,,,,,2.67,,1.24,1.96,,,,,,,,,,,,,,,1.09,,,,
G06009900005062,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.71,0.71,0.61,1.34,,,,,,,,,,3.02,,0.8,1.52,,,,,,,,,,,,,,,1.54,,,,
G06009900005063,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.27,0.27,0.37,1.8,,,,,,,,,,,,1.78,2.39,,,,,,3.03,,,,,,,,,0.99,,,,
G06009900005064,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,0.84,0.84,0.94,2.38,,,,,,,,,,,,2.35,2.97,,,,,,2.49,,,,,,,,,0.42,,,,
G06009900005101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,6.13,,6.13,4.18,4.18,4.28,4.12,,,,,,,,,,,,4.93,4.65,,,,,,,5.97,,,,,,,,,,,,
G06009900005102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,6.93,,6.89,4.94,4.94,5.04,4.93,,,,,,,,,,,,5.73,5.45,,,,,,,6.77,,,,,,,,,,,,
G06009900005103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,6.93,,6.93,4.98,4.98,5.09,4.93,,,,,,,,,,,,5.73,5.45,,,,,,,6.77,,,,,,,,,,,,
G06009900005104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,6.41,,6.37,4.42,4.42,4.52,4.4,,,,,,,,,,,,5.21,4.93,,,,,,,6.25,,,,,,,,,,,,
G06009900006011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,4.25,,,4.33,4.33,4.23,3.07,,,,,,,,,,,,3.87,3.59,,,,,,,4.08,,,,,,,,,,,4.1,
G06009900006012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,,2.47,,,,4.69,4.59,3.28,,,,,,,,,,,,3.63,2.94,,,,,,,2.3,,,,,,,,,,,2.34,3.44
G06009900006013,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,4.99,4.88,3.58,,,,,,,,,,,,3.92,3.24,,,,,,,1.99,,,,,,,,,,,2.04,3.14
G06009900006021,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,3.68,3.58,2.27,,,,,,,,,,,,2.61,1.93,,,,,,,1.7,,,,,,,,,,,1.72,2.83
G06009900006022,,,,,,,2.23,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,4.24,,2.96,,,,,,,,,,,,3.14,2.62,,,,,,,0.94,,,,,,,,,,,1.07,2.03
G06009900008011,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,1.76,1.76,1.66,1.9,,,,,,,,,,2.22,,0.93,1.65,,,,,,,,,,,,,,,1.5,,,,
G06009900008012,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1.07,1.07,0.97,1.24,,,,,,,,,,,,0.46,1.18,,,,,,,,,,,,,,,1.88,,,2.6,
G06009900008013,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,1.55,1.55,1.44,1.53,,,,,,,,,,,,0.49,0.94,,,,,,,,,,,,,,,2.07,,,2.35,
G06009900008014,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,1.89,1.89,1.79,1.79,,,,,,,,,,1.96,,0.79,0.75,,,,,,,,,,,,,,,,,,1.65,
G06009900008015,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.27,2.27,2.17,,,,,,,,,,1.93,1.59,,1.21,1.34,,,,,,,,,,,,,,,,,,2.2,
G06009900008031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,4.89,2.96,2.96,2.86,1.44,,,,,,,,,,,,1.9,1.28,,,,,,,2.89,,,,,,,,,,,2.48,
G06009900008032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,4.93,2.94,2.94,2.83,1.49,,,,,,,,,,,,2.1,1.82,,,,,,,3.3,,,,,,,,,,,2.89,
G06009900008033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,4.51,2.51,2.51,2.41,0.97,,,,,,,,,,,,1.58,1.3,,,,,,,3.43,,,,,,,,,,,3.03,
G06009900008051,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.6,1.6,1.49,0.94,,,,,,,,,,,,0.5,0.42,,,,,,,,,,,,,,,2.78,,,2.29,
G06009900008052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,4.04,2.11,2.11,2.01,0.64,,,,,,,,,,,,1.05,0.64,,,,,,,,,,,,,,,3.32,,,2.62,
G06009900008053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,4.27,2.35,2.35,2.24,1.17,,,,,,,,,,,,1.28,0.6,,,,,,,2.66,,,,,,,,,,,2.22,
G06009900008054,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,2.07,2.07,1.96,1.27,,,,,,,,,,,,0.96,0.24,,,,,,,,,,,,,,,3.25,,,1.94,
G06009900008061,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,1.33,1.33,1.22,0.85,,,,,,,,,,,,0.61,0.98,,,,,,,,,,,,,,,2.53,,,2.74,
G06009900008062,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,1.84,1.84,1.73,0.3,,,,,,,,,,,,1.35,1.35,,,,,,,,,,,,,,,3.1,,,3.22,
G06009900008071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,,,4.37,2.38,2.38,2.27,1.52,,,,,,,,,,,,2.42,2.14,,,,,,,,,,,,,,,3.64,,,3.64,
G06009900008072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,4.26,2.26,2.26,2.16,1.06,,,,,,,,,,,,1.96,1.68,,,,,,,,,,,,,,,3.52,,,3.21,
G06009900009051,,,,,,,,,1.91,2.23,,,,,,,,,,,,,,,,,,,,,,1.01,,1.17,1.17,,,,,,,,,,,,,,,,,,,,2.37,1.31,,2.04,,0.98,,,,,,,,,,,,,,,,,,,2.67,,
G06009900009052,,,,,,,,,2.29,2.61,,,,,,,,,,,,,,,,,,,,,,0.99,,1.15,1.15,,,,,,,,,,,,,,,,,,,,2.35,1.04,,2.02,2.08,0.96,,,,,,,,,,,,,,,,,,,,,
G06009900009053,,,,,,,,,1.66,1.98,,,,,,,,,,,,,,,,,,,,,,1.5,,1.66,1.66,,,,,,,,,,,,,,,,,,,,2.5,1.61,,,,0.39,,,,,,,,,,,,,,,,,,2.6,2.43,,
G06009900009061,,,,,,,,,0.57,0.85,,,,,,,,,,,,,,1.98,,,,,,,,1.7,,1.86,1.86,,,,,,,,,,,,,,,,,,,,2.08,,,,,1.77,,,,,,,,,,,,,,,,,,1.64,1.29,,
G06009900009062,,,,,,,,,1.71,1.67,,,,,,,,,,,,,,2.55,,,,,,,,2.26,,2.42,2.42,,,,,,,,,,,,,,,,,,,,2.64,,,,,1.32,,,,,,,,,,,,,,,,,,2.31,1.96,,
G06009900009063,,,,,,,,,1.49,1.81,,,,,,,,,,,,,,,,,,,,,,1.93,,2.09,2.09,,,,,,,,,,,,,,,,,,,,2.33,1.94,,,,0.31,,,,,,,,,,,,,,,,,,2.42,2.25,,
G06009900009071,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,2.2,,2.04,2.04,,,,,,,,,,,,,,,,,,,,,2.49,0.99,1.19,1.58,,,,,,,,,1.32,,,,,,,,,1.87,,,,
G06009900009072,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,1.98,,1.88,,,,,,,,,1.58,1.79,1.77,,1.4,,,,,,,1.91,,,,,,,,,1.25,,,,
G06009900009073,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,,,,,,,,,,,,,,,,,,,2.42,1.66,1.17,1.16,,1.51,,,,,,,1.99,,,,,,,,,1.86,,,,
G06009900009081,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.41,1.41,,,,,,,,,,,,,,,,,,,,1.39,2.0,0.88,1.13,1.77,,,,,,,,,1.15,,,,,,,,,,,,,
G06009900009082,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,1.86,,1.76,1.76,,,,,,,,,,,,,,,,,,,,1.74,2.24,0.7,1.05,1.44,,,,,,,,,1.02,,,,,,,,,,,,,
G06009900009083,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,1.26,,1.16,1.16,,,,,,,,,,,,,,,,,,,,1.56,1.64,1.08,0.6,1.24,,,,,,,,,1.4,,,,,,,,,,,,,
G06009900009091,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,1.66,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,1.84,1.8,0.74,0.54,,,,,,,,,2.13,,,,,,,,,2.48,,,,
G06009900009092,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.2,1.27,1.01,,1.91,2.18,,,,,,2.52,,,,,,,,,2.28,,,3.11,
G06009900009093,,,,,,,2.3,0.47,,,,,,,,,,,,,,,,,,,,,,,,1.51,,1.35,1.35,,,,,,,,,,,,,,,,,,,,,1.57,2.27,0.91,0.25,,,,,,,,,2.59,,,,,,,,,,,,,
G06009900009101,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,0.66,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.4,1.27,1.68,0.62,1.22,,,,,,,,,1.96,,,,,,,,,,,,,
